2020-05-05 10:08:42,951 WARN com.zaxxer.hikari.pool.HikariPool$HouseKeeper [HikariPool-1 housekeeper] HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h34m40s393ms).
2020-05-05 10:09:10,967 WARN com.zaxxer.hikari.pool.HikariPool$HouseKeeper [HikariPool-1 housekeeper] HikariPool-1 - Retrograde clock change detected (housekeeper delta=28s337ms), soft-evicting connections from pool.
2020-05-05 19:49:34,005 DEBUG org.springframework.boot.context.logging.ClasspathLoggingApplicationListener [main] Application started with classpath: unknown
2020-05-05 19:49:34,055 INFO org.springframework.boot.SpringApplication [main] No active profile set, falling back to default profiles: default
2020-05-05 19:49:34,057 DEBUG org.springframework.boot.SpringApplication [main] Loading source class com.surshree.app.SurShreeApplication,class org.springframework.cloud.bootstrap.BootstrapApplicationListener$BootstrapMarkerConfiguration
2020-05-05 19:49:34,136 DEBUG org.springframework.boot.logging.DeferredLog [main] Loaded config file 'file:/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/resources/main/application.yml' (classpath:/application.yml)
2020-05-05 19:49:34,139 DEBUG org.springframework.context.support.AbstractApplicationContext [main] Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@23cd4ff2
2020-05-05 19:49:34,154 DEBUG org.springframework.beans.factory.support.DefaultSingletonBeanRegistry [main] Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2020-05-05 19:49:34,156 DEBUG org.springframework.beans.factory.support.DefaultSingletonBeanRegistry [main] Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2020-05-05 19:49:34,202 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/AuthorizationServerConfig.class]
2020-05-05 19:49:34,204 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/CacheConfig.class]
2020-05-05 19:49:34,205 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/CustomAuthenticationProvider.class]
2020-05-05 19:49:34,208 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/OAuthCheckTokenResponseBodyAdvice.class]
2020-05-05 19:49:34,210 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/ResourceServerConfig.class]
2020-05-05 19:49:34,211 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/UserAuthenticationConfig.class]
2020-05-05 19:49:34,220 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/config/WebSecurityConfig.class]
2020-05-05 19:49:34,241 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/controllers/AuthController.class]
2020-05-05 19:49:34,250 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/controllers/CompetitionController.class]
2020-05-05 19:49:34,253 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/controllers/FileController.class]
2020-05-05 19:49:34,255 DEBUG org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider [main] Identified candidate component class: file [/Users/ptiwari/Documents/project/ss/backend/surshri_be/build/classes/java/main/com/surshree/app/controllers/MasterDataController.class]
